Index #,Order ID,Year,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,P_ID,Product_Name,Region
5461,US-2011-107405,2011,3/21/2011,Standard Class,TS-21205,Thomas Seio,Corporate,Bangladesh,Meherpur,Office Supplies,Storage,16.272,1,0.2,-3.8646,P-1513,ITEM-1491,Southern
5462,CA-2014-101574,2014,9/29/2014,Standard Class,BD-11725,Bruce Degenhardt,Consumer,Bangladesh,Noakhali,Furniture,Furnishings,9.24,3,0,4.4352,P-0051,ITEM-0051,Eastern
5463,CA-2011-146591,2011,1/20/2011,First Class,TS-21340,Toby Swindell,Consumer,Bangladesh,Naogaon,Office Supplies,Binders,32.34,10,0.7,-23.716,P-0829,ITEM-0817,Northern
5464,CA-2011-146591,2011,1/20/2011,First Class,TS-21340,Toby Swindell,Consumer,Bangladesh,Naogaon,Office Supplies,Paper,56.064,4,0.2,19.6224,P-0162,ITEM-1287,Northern
5465,CA-2011-146591,2011,1/20/2011,First Class,TS-21340,Toby Swindell,Consumer,Bangladesh,Naogaon,Office Supplies,Envelopes,108.72,5,0.2,36.693,P-0114,ITEM-0114,Northern
5466,CA-2011-146591,2011,1/20/2011,First Class,TS-21340,Toby Swindell,Consumer,Bangladesh,Naogaon,Furniture,Bookcases,181.47,5,0.7,-320.597,P-0367,ITEM-0363,Northern
5467,CA-2011-107706,2011,2/15/2011,Second Class,ST-20530,Shui Tom,Consumer,Bangladesh,Rajshahi,Office Supplies,Paper,16.176,3,0.2,6.066,P-0950,ITEM-0934,Northern
5468,CA-2013-122448,2013,6/10/2013,Standard Class,DB-13210,Dean Braden,Consumer,Bangladesh,Noakhali,Furniture,Chairs,122.352,3,0.2,13.7646,P-0024,ITEM-0024,Eastern
5469,CA-2011-132451,2011,9/26/2011,First Class,KF-16285,Karen Ferguson,Home Office,Bangladesh,Noakhali,Furniture,Chairs,585.552,3,0.2,73.194,P-0002,ITEM-0002,Eastern
5470,CA-2011-132451,2011,9/26/2011,First Class,KF-16285,Karen Ferguson,Home Office,Bangladesh,Noakhali,Office Supplies,Paper,19.44,3,0,9.3312,P-0975,ITEM-0960,Eastern
5471,CA-2013-158547,2013,5/31/2013,Standard Class,JM-16195,Justin MacKendrick,Consumer,Bangladesh,Chuadanga,Office Supplies,Appliances,123.92,5,0.2,9.294,P-1272,ITEM-1248,Southern
5472,CA-2014-116946,2014,12/20/2014,Standard Class,TS-21505,Tony Sayre,Consumer,Bangladesh,Natore,Furniture,Furnishings,13.36,5,0.2,4.008,P-1534,ITEM-1513,Northern
5473,CA-2014-116946,2014,12/20/2014,Standard Class,TS-21505,Tony Sayre,Consumer,Bangladesh,Natore,Office Supplies,Storage,78.256,2,0.2,-17.6076,P-1167,ITEM-1145,Northern
5474,CA-2014-116946,2014,12/20/2014,Standard Class,TS-21505,Tony Sayre,Consumer,Bangladesh,Natore,Furniture,Bookcases,102.018,7,0.7,-183.6324,P-1196,ITEM-1172,Northern
5475,CA-2014-121741,2014,12/27/2014,Same Day,YC-21895,Yoseph Carroll,Corporate,Bangladesh,Tangail,Office Supplies,Storage,750.68,2,0,37.534,P-0459,ITEM-0455,Central
5476,CA-2014-169691,2014,6/16/2014,First Class,Dp-13240,Dean percer,Home Office,Bangladesh,Sylhet,Office Supplies,Labels,44.4,3,0,22.2,P-0580,ITEM-0575,Eastern
5477,CA-2014-169691,2014,6/16/2014,First Class,Dp-13240,Dean percer,Home Office,Bangladesh,Sylhet,Office Supplies,Storage,84.55,5,0,22.8285,P-1037,ITEM-1018,Eastern
5478,CA-2014-169691,2014,6/16/2014,First Class,Dp-13240,Dean percer,Home Office,Bangladesh,Sylhet,Office Supplies,Paper,17.94,3,0,8.7906,P-1666,ITEM-1645,Eastern
5479,CA-2013-121356,2013,11/21/2013,Standard Class,SJ-20500,Shirley Jackson,Consumer,Bangladesh,Jhenaidah,Office Supplies,Binders,128.4,3,0,62.916,P-1161,ITEM-1139,Southern
5480,CA-2011-101770,2011,3/31/2011,Standard Class,KB-16240,Karen Bern,Corporate,Bangladesh,Narayanganj,Office Supplies,Binders,1.869,1,0.7,-1.3083,P-0800,ITEM-0790,Central
5481,CA-2014-105487,2014,10/9/2014,Standard Class,CS-12250,Chris Selesnick,Corporate,Bangladesh,Noakhali,Technology,Phones,103.192,1,0.2,11.6091,P-0958,ITEM-0942,Eastern
5482,CA-2014-105487,2014,10/9/2014,Standard Class,CS-12250,Chris Selesnick,Corporate,Bangladesh,Noakhali,Technology,Accessories,36,2,0,6.48,P-1543,ITEM-1522,Eastern
5483,CA-2014-105487,2014,10/9/2014,Standard Class,CS-12250,Chris Selesnick,Corporate,Bangladesh,Noakhali,Technology,Accessories,239.96,4,0,115.1808,P-0604,ITEM-0599,Eastern
5484,CA-2014-105487,2014,10/9/2014,Standard Class,CS-12250,Chris Selesnick,Corporate,Bangladesh,Noakhali,Office Supplies,Storage,40.68,2,0,0.4068,P-1513,ITEM-1491,Eastern
5485,CA-2014-148999,2014,1/31/2014,Standard Class,EB-13870,Emily Burns,Consumer,Bangladesh,Narayanganj,Furniture,Chairs,419.136,4,0.2,-68.1096,P-1746,ITEM-1726,Central
5486,CA-2011-107573,2011,12/12/2011,Standard Class,PB-19150,Philip Brown,Consumer,Bangladesh,Narayanganj,Office Supplies,Envelopes,23.472,3,0.2,7.6284,P-0707,ITEM-0034,Central
5487,CA-2012-156608,2012,10/24/2012,Standard Class,MT-18070,Michelle Tran,Home Office,Bangladesh,Rajshahi,Office Supplies,Binders,3.592,4,0.8,-6.286,P-0308,ITEM-0305,Northern
5488,CA-2014-134495,2014,4/2/2014,Second Class,BF-11020,Barry Französisch,Corporate,Bangladesh,Narayanganj,Technology,Phones,23.976,3,0.2,-5.6943,P-1137,ITEM-1116,Central
5489,CA-2014-134495,2014,4/2/2014,Second Class,BF-11020,Barry Französisch,Corporate,Bangladesh,Narayanganj,Office Supplies,Labels,6.264,3,0.2,2.0358,P-0949,ITEM-0933,Central
5490,CA-2014-134495,2014,4/2/2014,Second Class,BF-11020,Barry Französisch,Corporate,Bangladesh,Narayanganj,Office Supplies,Appliances,20.808,3,0.2,1.8207,P-1296,ITEM-0034,Central
5491,CA-2014-134495,2014,4/2/2014,Second Class,BF-11020,Barry Französisch,Corporate,Bangladesh,Narayanganj,Furniture,Chairs,218.352,3,0.2,-19.1058,P-1210,ITEM-1186,Central
5492,CA-2014-164098,2014,1/27/2014,First Class,CG-12520,Claire Gute,Consumer,Bangladesh,Rajshahi,Office Supplies,Storage,18.16,2,0.2,1.816,P-0076,ITEM-0076,Northern
5493,CA-2011-105249,2011,11/28/2011,Same Day,DH-13675,Duane Huffman,Home Office,Bangladesh,Noakhali,Office Supplies,Supplies,7.36,2,0,0.1472,P-0328,ITEM-0034,Eastern
5494,CA-2011-105249,2011,11/28/2011,Same Day,DH-13675,Duane Huffman,Home Office,Bangladesh,Noakhali,Office Supplies,Labels,41.4,4,0,19.872,P-0255,ITEM-0253,Eastern
5495,CA-2011-105249,2011,11/28/2011,Same Day,DH-13675,Duane Huffman,Home Office,Bangladesh,Noakhali,Furniture,Bookcases,411.332,4,0.15,-4.8392,P-1120,ITEM-1099,Eastern
5496,CA-2012-113523,2012,9/4/2012,Standard Class,SC-20440,Shaun Chance,Corporate,Bangladesh,Panchagarh,Office Supplies,Binders,7.656,4,0.7,-6.1248,P-1207,ITEM-1183,Northern
5497,CA-2014-117821,2014,6/13/2014,Standard Class,HG-15025,Hunter Glantz,Consumer,Bangladesh,Chuadanga,Technology,Accessories,63.92,2,0.2,19.176,P-0241,ITEM-0239,Southern
5498,CA-2014-164378,2014,7/16/2014,Second Class,MM-18055,Michelle Moray,Consumer,Bangladesh,Bogura,Office Supplies,Art,6.56,2,0,1.9024,P-1242,ITEM-1216,Northern
5499,CA-2014-164378,2014,7/16/2014,Second Class,MM-18055,Michelle Moray,Consumer,Bangladesh,Bogura,Office Supplies,Labels,7.83,3,0,3.6018,P-0287,ITEM-0284,Northern
5500,CA-2014-164378,2014,7/16/2014,Second Class,MM-18055,Michelle Moray,Consumer,Bangladesh,Bogura,Technology,Accessories,41.9,2,0,8.799,P-0342,ITEM-0338,Northern
5501,CA-2014-164378,2014,7/16/2014,Second Class,MM-18055,Michelle Moray,Consumer,Bangladesh,Bogura,Furniture,Chairs,664.146,6,0.1,88.5528,P-1266,ITEM-1241,Northern
5502,CA-2014-164378,2014,7/16/2014,Second Class,MM-18055,Michelle Moray,Consumer,Bangladesh,Bogura,Office Supplies,Paper,8.96,2,0,4.3904,P-1057,ITEM-1037,Northern
5503,CA-2014-127782,2014,11/3/2014,Standard Class,TH-21115,Thea Hudgings,Corporate,Bangladesh,Panchagarh,Furniture,Furnishings,3.312,1,0.2,0.6624,P-1380,ITEM-1356,Northern
5504,CA-2014-127782,2014,11/3/2014,Standard Class,TH-21115,Thea Hudgings,Corporate,Bangladesh,Panchagarh,Office Supplies,Appliances,20.136,3,0.2,1.2585,P-1613,ITEM-1595,Northern
5505,CA-2014-127782,2014,11/3/2014,Standard Class,TH-21115,Thea Hudgings,Corporate,Bangladesh,Panchagarh,Office Supplies,Envelopes,8.856,3,0.2,2.8782,P-0437,ITEM-0432,Northern
5506,CA-2014-127782,2014,11/3/2014,Standard Class,TH-21115,Thea Hudgings,Corporate,Bangladesh,Panchagarh,Technology,Phones,859.2,4,0.4,-186.16,P-1119,ITEM-1098,Northern
5507,US-2013-162026,2013,10/9/2013,Same Day,JE-15745,Joel Eaton,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,61.96,2,0,27.882,P-1091,ITEM-1072,Eastern
5508,CA-2013-150000,2013,4/9/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,Bangladesh,Dhaka,Office Supplies,Envelopes,17.92,4,0,8.6016,P-1344,ITEM-1320,Central
5509,CA-2012-168529,2012,10/8/2012,Standard Class,MB-17305,Maria Bertelson,Consumer,Bangladesh,Noakhali,Furniture,Furnishings,145.9,5,0,62.737,P-0288,ITEM-0285,Eastern
5510,US-2014-152569,2014,5/16/2014,Standard Class,JD-16015,Joy Daniels,Consumer,Bangladesh,Rajbari,Office Supplies,Paper,56.704,2,0.2,19.1376,P-0130,ITEM-0130,Central
5511,US-2014-152569,2014,5/16/2014,Standard Class,JD-16015,Joy Daniels,Consumer,Bangladesh,Rajbari,Technology,Phones,11.12,2,0.2,3.475,P-1092,ITEM-1073,Central
5512,US-2011-137680,2011,2/25/2011,Standard Class,JH-15430,Jennifer Halladay,Consumer,Bangladesh,Mymensingh,Office Supplies,Paper,32.896,4,0.2,11.1024,P-1537,ITEM-1516,Central
5513,US-2011-137680,2011,2/25/2011,Standard Class,JH-15430,Jennifer Halladay,Consumer,Bangladesh,Mymensingh,Office Supplies,Paper,22.776,3,0.2,7.6869,P-1588,ITEM-1570,Central
5514,CA-2012-103177,2012,5/30/2012,First Class,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Technology,Phones,239.97,3,0,2.3997,P-0648,ITEM-1727,Northern
5515,CA-2012-103177,2012,5/30/2012,First Class,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Office Supplies,Appliances,160.32,2,0,44.8896,P-1318,ITEM-1295,Northern
5516,CA-2012-103177,2012,5/30/2012,First Class,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Technology,Phones,128.85,3,0,3.8655,P-1301,ITEM-1277,Northern
5517,US-2013-138408,2013,11/19/2013,Second Class,KC-16255,Karen Carlisle,Corporate,Bangladesh,Lakshmipur,Technology,Accessories,1319.96,4,0,527.984,P-1739,ITEM-1719,Eastern
5518,CA-2014-117667,2014,12/5/2014,Standard Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Panchagarh,Furniture,Chairs,239.96,10,0.3,-10.284,P-0878,ITEM-0863,Northern
5519,CA-2014-117667,2014,12/5/2014,Standard Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Panchagarh,Furniture,Furnishings,54.768,2,0.2,6.846,P-1183,ITEM-1160,Northern
5520,CA-2014-117667,2014,12/5/2014,Standard Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Panchagarh,Office Supplies,Art,13.392,3,0.2,3.1806,P-0797,ITEM-0787,Northern
5521,CA-2014-117667,2014,12/5/2014,Standard Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Panchagarh,Office Supplies,Paper,23.92,5,0.2,8.671,P-1680,ITEM-1659,Northern
5522,CA-2014-117667,2014,12/5/2014,Standard Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Panchagarh,Technology,Accessories,255.968,4,0.2,-28.7964,P-0915,ITEM-0898,Northern
5523,CA-2013-110982,2013,6/6/2013,First Class,CK-12205,Chloris Kastensmidt,Consumer,Bangladesh,Noakhali,Office Supplies,Binders,21.552,6,0.2,7.0044,P-1367,ITEM-0305,Eastern
5524,CA-2013-110982,2013,6/6/2013,First Class,CK-12205,Chloris Kastensmidt,Consumer,Bangladesh,Noakhali,Office Supplies,Appliances,58.24,4,0,15.7248,P-0938,ITEM-0922,Eastern
5525,CA-2013-147123,2013,12/11/2013,First Class,SJ-20125,Sanjit Jacobs,Home Office,Bangladesh,Noakhali,Office Supplies,Paper,80.28,12,0,36.9288,P-1071,ITEM-1051,Eastern
5526,CA-2014-154501,2014,5/1/2014,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Noakhali,Office Supplies,Art,9.78,2,0,4.0098,P-0283,ITEM-0280,Eastern
5527,CA-2014-166933,2014,4/25/2014,Standard Class,MG-17890,Michael Granlund,Home Office,Bangladesh,Noakhali,Office Supplies,Fasteners,1.81,1,0,0.6516,P-1089,ITEM-1070,Eastern
5528,CA-2012-142055,2012,5/8/2012,First Class,AB-10255,Alejandro Ballentine,Home Office,Bangladesh,Bogura,Office Supplies,Paper,37.94,2,0,18.2112,P-0424,ITEM-0419,Northern
5529,CA-2012-137106,2012,3/31/2012,Standard Class,SC-20260,Scott Cohen,Corporate,Bangladesh,Narayanganj,Technology,Phones,79.96,5,0.2,27.986,P-0223,ITEM-0221,Central
5530,CA-2014-136609,2014,8/7/2014,Standard Class,TB-21355,Todd Boyes,Corporate,Bangladesh,Rajshahi,Office Supplies,Paper,115.296,3,0.2,40.3536,P-1697,ITEM-1676,Northern
5531,CA-2014-160885,2014,12/3/2014,Standard Class,JK-16090,Juliana Krohn,Consumer,Bangladesh,Tangail,Technology,Phones,2479.96,4,0,743.988,P-0648,ITEM-0642,Central
5532,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Technology,Accessories,179.94,6,0,75.5748,P-1017,ITEM-0999,Central
5533,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Technology,Accessories,26.85,3,0,5.1015,P-1045,ITEM-1025,Central
5534,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Technology,Accessories,323.37,3,0,129.348,P-0620,ITEM-0615,Central
5535,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Office Supplies,Paper,59.94,3,0,28.1718,P-0369,ITEM-0365,Central
5536,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Office Supplies,Binders,64.14,3,0,30.7872,P-0095,ITEM-0095,Central
5537,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Office Supplies,Binders,11.67,3,0,5.6016,P-1066,ITEM-1046,Central
5538,US-2013-167472,2013,6/7/2013,First Class,CK-12595,Clytie Kelty,Consumer,Bangladesh,Munshiganj,Office Supplies,Paper,12.96,2,0,6.2208,P-1484,ITEM-1462,Central
5539,CA-2012-120551,2012,4/13/2012,Standard Class,SS-20590,Sonia Sunley,Consumer,Bangladesh,Tangail,Office Supplies,Binders,17.43,3,0,8.0178,P-0700,ITEM-0693,Central
5540,US-2014-150595,2014,5/23/2014,Standard Class,LE-16810,Laurel Elliston,Consumer,Bangladesh,Rajbari,Furniture,Chairs,181.986,2,0.3,-54.5958,P-0071,ITEM-0071,Central
5541,US-2014-150595,2014,5/23/2014,Standard Class,LE-16810,Laurel Elliston,Consumer,Bangladesh,Rajbari,Office Supplies,Binders,1.592,2,0.8,-2.6268,P-0123,ITEM-0123,Central
5542,US-2014-150595,2014,5/23/2014,Standard Class,LE-16810,Laurel Elliston,Consumer,Bangladesh,Rajbari,Office Supplies,Supplies,22.344,3,0.2,2.5137,P-0661,ITEM-0655,Central
5543,CA-2013-134936,2013,12/20/2013,Standard Class,ES-14080,Erin Smith,Corporate,Bangladesh,Naogaon,Furniture,Tables,455.97,6,0.5,-218.8656,P-1747,ITEM-1728,Northern
5544,CA-2013-134936,2013,12/20/2013,Standard Class,ES-14080,Erin Smith,Corporate,Bangladesh,Naogaon,Office Supplies,Binders,10.44,6,0.7,-7.656,P-1459,ITEM-1436,Northern
5545,CA-2013-134936,2013,12/20/2013,Standard Class,ES-14080,Erin Smith,Corporate,Bangladesh,Naogaon,Office Supplies,Binders,5.214,2,0.7,-4.1712,P-0531,ITEM-0526,Northern
5546,CA-2014-102967,2014,9/23/2014,Standard Class,MG-17890,Michael Granlund,Home Office,Bangladesh,Moulvibazar,Office Supplies,Storage,67.4,5,0,17.524,P-0147,ITEM-0147,Eastern
5547,CA-2014-151008,2014,9/8/2014,First Class,JM-16195,Justin MacKendrick,Consumer,Bangladesh,Faridpur,Furniture,Furnishings,25.16,2,0,10.5672,P-1599,ITEM-1582,Central
5548,CA-2014-151008,2014,9/8/2014,First Class,JM-16195,Justin MacKendrick,Consumer,Bangladesh,Faridpur,Technology,Phones,126.56,4,0.2,47.46,P-1256,ITEM-1231,Central
5549,CA-2011-159800,2011,11/28/2011,First Class,SG-20470,Sheri Gordon,Consumer,Bangladesh,Noakhali,Office Supplies,Appliances,43.68,3,0,11.7936,P-0938,ITEM-0922,Eastern
5550,CA-2011-159800,2011,11/28/2011,First Class,SG-20470,Sheri Gordon,Consumer,Bangladesh,Noakhali,Technology,Accessories,139.93,7,0,34.9825,P-0809,ITEM-0799,Eastern
5551,US-2011-159618,2011,11/12/2011,Standard Class,DB-12970,Darren Budd,Corporate,Bangladesh,Rajshahi,Office Supplies,Art,2.672,1,0.2,0.334,P-1413,ITEM-1391,Northern
5552,US-2011-159618,2011,11/12/2011,Standard Class,DB-12970,Darren Budd,Corporate,Bangladesh,Rajshahi,Office Supplies,Supplies,16.656,6,0.2,-3.123,P-1568,ITEM-1550,Northern
5553,US-2011-159618,2011,11/12/2011,Standard Class,DB-12970,Darren Budd,Corporate,Bangladesh,Rajshahi,Technology,Accessories,79.512,3,0.2,20.8719,P-0218,ITEM-0459,Northern
5554,US-2011-159618,2011,11/12/2011,Standard Class,DB-12970,Darren Budd,Corporate,Bangladesh,Rajshahi,Office Supplies,Paper,36.288,7,0.2,12.7008,P-0261,ITEM-0258,Northern
5555,US-2011-159618,2011,11/12/2011,Standard Class,DB-12970,Darren Budd,Corporate,Bangladesh,Rajshahi,Furniture,Bookcases,67.9932,1,0.32,-12.9987,P-0900,ITEM-0884,Northern
5556,CA-2014-116113,2014,10/3/2014,Second Class,JW-15220,Jane Waco,Corporate,Bangladesh,Lakshmipur,Furniture,Furnishings,10.16,2,0,3.4544,P-1525,ITEM-1503,Eastern
5557,CA-2012-125066,2012,12/14/2012,Standard Class,KD-16495,Keith Dawkins,Corporate,Bangladesh,Dinajpur,Furniture,Furnishings,6.16,2,0,1.9712,P-1393,ITEM-1370,Northern
5558,CA-2012-125066,2012,12/14/2012,Standard Class,KD-16495,Keith Dawkins,Corporate,Bangladesh,Dinajpur,Office Supplies,Art,56.3,2,0,15.764,P-1474,ITEM-1452,Northern
5559,US-2012-114741,2012,12/6/2012,Standard Class,IL-15100,Ivan Liston,Consumer,Bangladesh,Rangpur,Office Supplies,Paper,6.48,1,0,3.1104,P-1748,ITEM-1729,Northern
5560,US-2012-114741,2012,12/6/2012,Standard Class,IL-15100,Ivan Liston,Consumer,Bangladesh,Rangpur,Office Supplies,Storage,1325.85,5,0,238.653,P-1245,ITEM-1219,Northern
5561,US-2012-114741,2012,12/6/2012,Standard Class,IL-15100,Ivan Liston,Consumer,Bangladesh,Rangpur,Office Supplies,Labels,14.94,3,0,6.8724,P-0691,ITEM-0684,Northern
5562,CA-2014-133263,2014,4/1/2014,Second Class,JE-15610,Jim Epp,Corporate,Bangladesh,Dhaka,Office Supplies,Binders,34.54,1,0,17.27,P-0304,ITEM-0301,Central
5563,CA-2014-133263,2014,4/1/2014,Second Class,JE-15610,Jim Epp,Corporate,Bangladesh,Dhaka,Technology,Copiers,2999.95,5,0,1439.976,P-0307,ITEM-0304,Central
5564,CA-2014-133263,2014,4/1/2014,Second Class,JE-15610,Jim Epp,Corporate,Bangladesh,Dhaka,Office Supplies,Binders,64.12,4,0,30.7776,P-0028,ITEM-0028,Central
5565,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Office Supplies,Art,19.456,4,0.2,2.1888,P-1516,ITEM-1494,Central
5566,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Technology,Machines,209.986,2,0.3,8.9994,P-1749,ITEM-1730,Central
5567,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Office Supplies,Art,29.76,5,0.2,1.86,P-1454,ITEM-1431,Central
5568,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Furniture,Chairs,89.768,1,0.3,-2.5648,P-1585,ITEM-1567,Central
5569,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Technology,Copiers,959.984,2,0.2,335.9944,P-0307,ITEM-0304,Central
5570,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Office Supplies,Paper,15.552,3,0.2,5.6376,P-0549,ITEM-0544,Central
5571,CA-2014-157966,2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Bangladesh,Rajbari,Technology,Phones,34.36,1,0.2,-7.3015,P-1301,ITEM-1277,Central
5572,CA-2011-151162,2011,12/5/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Chuadanga,Office Supplies,Paper,98.376,3,0.2,35.6613,P-1523,ITEM-1501,Southern
5573,CA-2011-151162,2011,12/5/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Chuadanga,Office Supplies,Binders,29.94,4,0.7,-23.952,P-0692,ITEM-0685,Southern
5574,CA-2011-151162,2011,12/5/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Chuadanga,Office Supplies,Paper,17.472,3,0.2,5.6784,P-1750,ITEM-1731,Southern
5575,CA-2011-151162,2011,12/5/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Chuadanga,Technology,Phones,36.738,1,0.4,-9.1845,P-1751,ITEM-1732,Southern
5576,CA-2011-151162,2011,12/5/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Chuadanga,Technology,Phones,179.94,2,0.4,-44.985,P-1188,ITEM-1165,Southern
5577,CA-2013-136686,2013,12/13/2013,Standard Class,RF-19840,Roy Französisch,Consumer,Bangladesh,Noakhali,Furniture,Furnishings,383.64,6,0,122.7648,P-0442,ITEM-0437,Eastern
5578,CA-2013-136686,2013,12/13/2013,Standard Class,RF-19840,Roy Französisch,Consumer,Bangladesh,Noakhali,Office Supplies,Appliances,56.52,3,0,15.8256,P-0552,ITEM-0546,Eastern
5579,CA-2014-137498,2014,9/10/2014,Second Class,LC-17050,Liz Carlisle,Consumer,Bangladesh,Noakhali,Office Supplies,Art,6.56,2,0,1.9024,P-0951,ITEM-0935,Eastern
5580,CA-2014-137498,2014,9/10/2014,Second Class,LC-17050,Liz Carlisle,Consumer,Bangladesh,Noakhali,Furniture,Chairs,243.92,5,0.2,-15.245,P-1226,ITEM-1201,Eastern
5581,CA-2014-137498,2014,9/10/2014,Second Class,LC-17050,Liz Carlisle,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,47.52,9,0,22.8096,P-1715,ITEM-1693,Eastern
5582,CA-2014-163818,2014,10/5/2014,Standard Class,PS-18970,Paul Stevenson,Home Office,Bangladesh,Narsingdi,Furniture,Furnishings,19.98,1,0,8.5914,P-0892,ITEM-0876,Central
5583,CA-2013-161158,2013,5/10/2013,Standard Class,PS-18970,Paul Stevenson,Home Office,Bangladesh,Bogura,Office Supplies,Art,8,5,0,3.44,P-0903,ITEM-0886,Northern
5584,CA-2011-116673,2011,12/15/2011,Second Class,JO-15280,Jas O'Carroll,Consumer,Bangladesh,Noakhali,Furniture,Furnishings,6.16,2,0,1.9712,P-1393,ITEM-1370,Eastern
5585,CA-2014-105333,2014,12/1/2014,Standard Class,VP-21730,Victor Preis,Home Office,Bangladesh,Bogura,Office Supplies,Storage,83.56,4,0,1.6712,P-1752,ITEM-1733,Northern
5586,CA-2014-105333,2014,12/1/2014,Standard Class,VP-21730,Victor Preis,Home Office,Bangladesh,Bogura,Technology,Phones,546.06,3,0,163.818,P-1753,ITEM-1734,Northern
5587,CA-2014-105333,2014,12/1/2014,Standard Class,VP-21730,Victor Preis,Home Office,Bangladesh,Bogura,Office Supplies,Storage,269.49,3,0,5.3898,P-0436,ITEM-0431,Northern
5588,CA-2012-149993,2012,3/19/2012,First Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Noakhali,Office Supplies,Fasteners,10.9,5,0,3.597,P-0846,ITEM-0832,Eastern
5589,CA-2011-168158,2011,7/19/2011,Standard Class,EM-14140,Eugene Moren,Home Office,Bangladesh,Comilla,Office Supplies,Binders,6.096,2,0.2,2.2098,P-0734,ITEM-0726,Eastern
5590,CA-2013-115224,2013,12/9/2013,Second Class,DB-13615,Doug Bickford,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,34.05,3,0,9.534,P-0076,ITEM-0076,Eastern
5591,CA-2013-115224,2013,12/9/2013,Second Class,DB-13615,Doug Bickford,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,352.38,2,0,81.0474,P-0719,ITEM-0711,Eastern
5592,CA-2011-164742,2011,10/13/2011,Second Class,ML-17395,Marina Lichtenstein,Corporate,Bangladesh,Jessore,Furniture,Chairs,245.98,2,0,27.0578,P-0813,ITEM-0802,Southern
5593,CA-2011-164742,2011,10/13/2011,Second Class,ML-17395,Marina Lichtenstein,Corporate,Bangladesh,Jessore,Office Supplies,Binders,18.94,1,0,9.47,P-0093,ITEM-0093,Southern
5594,US-2014-108014,2014,11/20/2014,Standard Class,JH-15430,Jennifer Halladay,Consumer,Bangladesh,Chuadanga,Office Supplies,Binders,59.913,7,0.7,-45.9333,P-0698,ITEM-0691,Southern
5595,CA-2014-160325,2014,9/25/2014,Same Day,BP-11095,Bart Pistole,Corporate,Bangladesh,Khulna,Technology,Phones,391.98,2,0,109.7544,P-0470,ITEM-0466,Southern
5596,CA-2014-160325,2014,9/25/2014,Same Day,BP-11095,Bart Pistole,Corporate,Bangladesh,Khulna,Technology,Phones,437.85,3,0,131.355,P-1286,ITEM-1263,Southern
5597,CA-2012-159779,2012,9/25/2012,Standard Class,SB-20185,Sarah Brown,Consumer,Bangladesh,Moulvibazar,Office Supplies,Binders,68.62,2,0,32.2514,P-0142,ITEM-0142,Eastern
